Date,Hour,Daily Rainfall (mm),Hourly Water Level (meters),Daily Discharge Rate (cubic meters per second),Satellite Data Indicator,Flood Indicator
2023-04-28,10,18.657005888603585,3.71490873832059,1127.7195072923535,1.0682099296399061,0
2023-01-12,12,96.99098521619943,4.56148808005805,1511.474837969084,9.730767979122984,1
2023-03-31,21,47.22149251619493,2.626220097529311,536.2365054325405,4.434391028360441,0
2023-03-03,16,27.134903177389592,2.835769059087217,778.0833528251094,1.2036357620998606,0
2023-02-21,11,77.51328233611146,4.605635055275109,1362.0168314790396,7.422713922522868,1
2023-03-08,9,14.092422497476264,4.926555163685361,1836.1980433591928,0.43100108948324056,1
2023-02-11,15,49.51769101112702,3.4485889128755978,1861.5101948310119,9.693218122841788,0
2023-03-31,4,47.22149251619493,3.340883988913949,536.2365054325405,1.3945023620516017,0
2023-01-16,1,18.34045098534338,0.7045087115365605,805.1145830172429,1.430011226657264,0
2023-03-02,17,38.8677289689482,3.175143508337779,1117.5522482713777,1.9571264009964906,0
2023-03-25,1,6.355835028602364,0.8755883824522248,934.5001423744629,9.099301581597185,0
2023-03-11,15,98.68869366005173,3.7234552462820703,773.4074027068042,7.379277689988003,0
2023-04-08,6,42.75410183585496,2.308004602944459,258.7532412703105,4.593436555939564,0
2023-03-10,18,7.455064367977082,1.9193310308660574,720.8108298570776,0.06047043183978418,0
2023-03-18,11,77.12703466859458,1.032512859155243,1055.951697847926,5.049114512501393,0
2023-02-16,10,31.171107608941096,1.3348648206640452,594.4495361719357,2.2677262531964573,0
2023-03-18,22,77.12703466859458,4.2426366965409805,1055.951697847926,8.439934719420247,1
2023-02-24,21,59.78999788110851,3.526709532013068,1401.7551887615198,2.206510596217485,0
2023-04-20,13,7.697990982879299,4.628686294093956,842.9624513420574,4.879001952793018,1
2023-01-13,9,83.24426408004217,0.9104274637191067,1502.0430473726483,4.845379950800108,0
2023-02-24,17,59.78999788110851,1.4083405345532676,1401.7551887615198,0.49220914540761607,0
2023-02-09,1,44.01524937396013,3.957230362390332,206.73454696013414,5.7849250822933005,0
2023-01-11,0,2.0584494295802447,2.237461870103484,1271.8888549198282,0.8456537809723785,0
2023-03-01,16,32.53303307632643,2.349628114130171,1078.510753448474,9.420582194885954,0
2023-01-25,6,45.606998421703594,4.144435006345857,963.2563038285448,8.236236107489734,1
2023-05-02,2,89.60912999234932,2.3825023884602605,1050.2142289455912,7.433528955700124,0
2023-03-23,10,62.329812682755794,3.974056143394957,1731.652130763997,9.766176373150092,0
2023-02-25,14,92.18742350231169,3.4649846160469573,309.82054048109507,6.916556518665415,0
2023-03-14,1,0.5522117123602399,4.635169401377995,1765.006922970392,0.3926505164866023,1
2023-03-11,16,98.68869366005173,0.8243795119940301,773.4074027068042,5.9742924257342,0
2023-01-15,14,18.182496720710063,4.968341582536851,230.0715667337983,1.4122354337314946,1
2023-04-25,9,63.34037565104234,4.523424361399628,1158.0690420269823,6.844353610693075,1
2023-02-20,20,96.95846277645586,2.4147200050163393,452.7287393123617,9.070419604150219,0
2023-01-15,13,18.182496720710063,2.874654990888349,230.0715667337983,6.61667259629189,0
2023-03-05,6,35.67533266935893,3.306135596012419,1674.2556360215547,7.063719968099961,0
2023-04-17,3,41.038292303562976,3.70943097477178,1254.7300978817398,9.774381842040123,0
2023-01-27,19,19.967378215835975,2.0393678692215835,571.9288566120943,4.284579038487955,0
2023-04-29,3,89.25589984899777,1.3785827133042141,1423.2166333686037,4.5776461270413416,0
2023-02-09,8,44.01524937396013,1.7925754624433679,206.73454696013414,6.191727353658367,0
2023-03-02,22,38.8677289689482,2.3194344564693146,1117.5522482713777,2.566472071860958,0
2023-01-28,9,51.42344384136116,1.6330957650812874,1440.375577538624,3.0846828148948404,0
2023-04-23,14,92.96976523425731,0.9292967479094478,1923.739325155565,7.900832499714378,0
2023-05-01,13,80.74401551640625,0.8075894013948137,426.21842464035416,8.759330221862049,0
2023-02-21,12,77.51328233611146,1.4479798505254995,1362.0168314790396,0.25199094821069634,0
2023-04-13,19,31.435598107632668,2.986254353335501,773.1155217127098,3.037350462250994,0
2023-01-27,23,19.967378215835975,1.073698980493921,571.9288566120943,8.32929715574228,0
2023-02-16,21,31.171107608941096,4.084417809392793,594.4495361719357,4.832942849663252,1
2023-02-16,6,31.171107608941096,2.1583685467569254,594.4495361719357,0.5958709735314371,0
2023-04-21,10,28.9751452913768,2.447672009942612,544.9864047600349,6.315443786761604,0
2023-03-22,20,86.31034258755935,4.0382518972281485,1692.0259122184268,3.321725220617325,1
2023-01-23,10,29.214464853521815,1.5675205628119753,1366.2797903009878,1.1870909550911146,0
2023-02-13,16,90.9320402078782,1.669116114788719,1552.4373833434584,4.327714843418189,0
2023-05-05,7,22.793516254194166,3.1525429526811375,1299.695950314915,1.7449848639795518,0
2023-04-09,23,2.541912674409519,4.223835149478363,136.34503623084532,8.437287927102574,1
2023-04-03,1,76.07850486168974,1.015194371296573,103.78505691623351,9.546663568790688,0
2023-04-08,10,42.75410183585496,3.0621981253202724,258.7532412703105,9.28555532894136,0
2023-04-01,2,11.959424593830171,1.9910615319637284,323.34747028541796,7.364731746190728,0
2023-02-03,9,94.88855372533332,1.7090481172322574,1667.0121509593146,6.8908765374822964,0
2023-02-02,18,6.505159298527952,1.7062863837029432,221.61205855637974,9.772799325664472,0
2023-04-23,6,92.96976523425731,2.106632047865055,1923.739325155565,9.65609831380884,0
2023-03-27,0,32.518332202674706,4.905972221068195,404.69427162751197,2.8182500329547198,1
2023-02-02,20,6.505159298527952,2.342352434860582,221.61205855637974,6.594229620819975,0
2023-04-01,23,11.959424593830171,1.0122727706447063,323.34747028541796,0.6409471103617548,0
2023-04-13,20,31.435598107632668,2.84076451539838,773.1155217127098,0.9301740926267499,0
2023-03-25,21,6.355835028602364,1.34335374843912,934.5001423744629,0.5461030321346905,0
2023-01-30,18,4.645041271999773,3.3451892956378866,940.8364781480166,0.11302536589022472,0
2023-02-03,11,94.88855372533332,3.3506519892176625,1667.0121509593146,5.561906926300116,0
2023-03-25,16,6.355835028602364,2.8732982995520433,934.5001423744629,4.171642789757021,0
2023-04-26,1,87.14605901877177,2.781141970828256,889.9726966943116,8.178220735661906,0
2023-01-06,3,15.599452033620265,4.836289896901638,1629.671605141759,6.619689447938686,1
2023-03-17,8,72.90071680409874,3.2156944996840466,1151.4052605245665,5.581711838904408,0
2023-04-06,6,49.379559636439076,1.1324883541026236,1078.3733648351931,1.4551548278735915,0
2023-03-31,11,47.22149251619493,2.69450180879569,536.2365054325405,4.579002951270715,0
2023-01-26,18,78.51759613930136,2.7622417554161562,1297.4697169667,6.581598242975735,0
2023-01-17,22,30.42422429595377,4.998729529787588,1849.456556080379,3.4041155611425964,1
2023-02-18,5,54.67102793432797,3.0184190756911136,404.8789671153302,1.425565550331156,0
2023-02-14,12,25.87799816000169,3.294119829953647,878.375001414386,4.0542282513915495,0
2023-02-17,5,52.00680211778108,0.7889402168381034,403.0352988285807,5.66018424887821,0
2023-05-02,1,89.60912999234932,1.3954646253174656,1050.2142289455912,0.3247077169174828,0
2023-01-21,17,61.18528947223795,2.167124462561219,800.0529478414999,4.111974888825458,0
2023-02-14,5,25.87799816000169,3.59548575035366,878.375001414386,9.408801695592043,0
2023-01-14,13,21.233911067827616,3.9971611216734657,1090.7531459170723,3.714672626243768,0
2023-01-15,6,18.182496720710063,4.408696076852571,230.0715667337983,5.6772731793105455,1
2023-04-09,4,2.541912674409519,4.44690761458185,136.34503623084532,8.696958848516338,1
2023-04-05,10,77.0967179954561,1.2508709076443876,1491.5619932109203,8.07957328109019,0
2023-02-02,14,6.505159298527952,2.038178082640442,221.61205855637974,0.8122963480667267,0
2023-04-09,15,2.541912674409519,3.9280918611996376,136.34503623084532,2.431799802642259,0
2023-01-13,11,83.24426408004217,0.7590144200748993,1502.0430473726483,5.634083644838541,0
2023-03-02,21,38.8677289689482,3.628150493214172,1117.5522482713777,4.580286165838686,0
2023-04-09,21,2.541912674409519,4.913327046125432,136.34503623084532,7.600349018031739,1
2023-01-13,15,83.24426408004217,2.079117556484354,1502.0430473726483,5.055087603898639,0
2023-02-21,13,77.51328233611146,3.3033496260356725,1362.0168314790396,3.5483185554316266,0
2023-04-18,3,75.55511385430486,3.5489402035652895,566.169396915801,4.458866198598078,0
2023-03-11,0,98.68869366005173,4.557928964609406,773.4074027068042,9.658323197183327,1
2023-01-28,16,51.42344384136116,4.762775028253169,1440.375577538624,9.657472098197475,1
2023-03-12,10,77.22447692966574,4.855370156802637,1060.7048915017217,3.418490419172582,1
2023-01-10,4,70.80725777960456,3.271325441234974,480.5358339484892,0.1914486799683668,0
2023-03-09,18,80.21969807540397,1.4684084240775688,1910.3485323047614,6.00945484537719,0
2023-02-19,12,18.485445552552704,4.177839964831222,233.93469672197483,9.925146201619713,1
2023-03-02,15,38.8677289689482,1.5437619325218894,1117.5522482713777,4.221922338806781,0
2023-01-19,17,43.194501864211574,4.380636689360353,1122.8306921858555,2.6549640742907235,1
2023-03-25,10,6.355835028602364,1.2467970288310326,934.5001423744629,6.971662542903504,0
2023-04-20,0,7.697990982879299,1.5142157060304462,842.9624513420574,7.322192063122222,0
2023-01-04,12,59.86584841970366,1.2236362313787439,1907.8323493358957,8.904095172193285,0
2023-02-09,5,44.01524937396013,1.5744971559573604,206.73454696013414,8.728594215656646,0
2023-02-10,1,12.203823484477883,3.2603512514481845,1033.0818858280138,5.855876838726125,0
2023-02-05,1,80.83973481164611,3.7357065733291046,943.4469635621178,3.4131864595005212,0
2023-02-25,6,92.18742350231169,3.2803125809054623,309.82054048109507,4.1068263301028285,0
2023-04-10,2,10.789142699330444,4.802212146253699,414.92153623391937,5.4647636102537644,1
2023-04-12,6,63.64104112637804,4.798018432812657,558.9199992331953,2.3538326189835757,1
2023-02-27,5,19.59828624191452,2.209036010806534,688.633063112691,6.90322846900729,0
2023-01-13,2,83.24426408004217,2.518004848902439,1502.0430473726483,2.1050693966534295,0
2023-03-19,19,7.4044651734090365,3.246013172649386,468.3398290800961,4.8201733977693255,0
2023-03-06,18,28.093450968738075,3.627279900061078,1599.6564118074027,8.212501545597043,0
2023-01-26,4,78.51759613930136,1.2364517428956703,1297.4697169667,6.617777324716386,0
2023-03-26,16,31.09823217156622,2.0657363521197496,1260.0388345293065,1.7916391829015088,0
2023-02-08,4,68.42330265121569,4.058254241775336,1054.999360997248,2.4029912345036673,1
2023-04-20,16,7.697990982879299,4.505635118282066,842.9624513420574,3.5874251054288866,1
2023-04-08,9,42.75410183585496,3.3053268117174803,258.7532412703105,4.690249397178835,0
2023-03-29,10,63.75574713552131,1.5885222271647754,440.5811859046334,4.499436742688596,0
2023-04-12,13,63.64104112637804,0.7260170515878819,558.9199992331953,9.117851123817713,0
2023-02-04,5,96.56320330745594,1.1159853353096327,655.5279097831669,6.764837495206044,0
2023-04-13,21,31.435598107632668,1.1429418260273527,773.1155217127098,1.4386796634332977,0
2023-02-11,16,49.51769101112702,2.978858167741127,1861.5101948310119,3.7783921372718665,0
2023-03-12,23,77.22447692966574,4.094213862445585,1060.7048915017217,6.737562297840897,1
2023-01-01,18,37.454011884736246,1.8539523941754634,1252.7902769631291,6.284264566145871,0
2023-03-16,1,70.68573438476172,3.924458420126422,846.1884122156908,0.5282668636472199,0
2023-02-20,8,96.95846277645586,4.9835026222553385,452.7287393123617,4.1581856801841095,1
2023-04-17,16,41.038292303562976,0.5869743391292046,1254.7300978817398,1.6653851349727,0
2023-03-22,16,86.31034258755935,2.8062619194664924,1692.0259122184268,6.766172335525065,0
2023-03-13,14,19.87156815341724,3.2582281212253648,1888.1295438139796,9.571348325397961,0
2023-03-01,11,32.53303307632643,4.186349867420556,1078.510753448474,9.614166196420495,1
2023-04-04,9,56.127719756949624,1.0535148280568554,1465.6052739217075,7.517981635869329,0
2023-04-07,6,52.27328293819941,2.2526685270608917,406.589322005229,3.4096197364298853,0
2023-02-26,13,8.84925020519195,2.950200940823823,649.4561479623047,1.828133885392259,0
2023-03-27,17,32.518332202674706,0.649352095530918,404.69427162751197,3.892086186234388,0
2023-01-16,0,18.34045098534338,4.5552110472094505,805.1145830172429,5.712604699370973,1
2023-04-05,14,77.0967179954561,2.0564485733203584,1491.5619932109203,8.343247957493986,0
2023-03-28,20,72.96061783380641,4.598465727397619,1379.9262932023246,9.66558439380544,1
2023-03-07,4,54.26960831582485,3.9416441040634793,684.8120801934167,7.694425794215568,0
2023-01-15,8,18.182496720710063,4.834501427482751,230.0715667337983,4.896244620502448,1
2023-02-11,2,49.51769101112702,1.509982573264973,1861.5101948310119,0.5688139777764656,0
2023-02-22,12,93.9498941564189,1.963355289011127,1775.2121625026653,1.744092671114995,0
2023-03-13,9,19.87156815341724,4.6763763814672235,1888.1295438139796,7.4860870858183235,1
2023-03-13,16,19.87156815341724,1.5831172032462724,1888.1295438139796,4.751003406917205,0
2023-04-21,6,28.9751452913768,1.736167167715514,544.9864047600349,9.148421498516546,0
2023-05-01,6,80.74401551640625,1.794347280696552,426.21842464035416,4.104987136973794,0
2023-03-07,15,54.26960831582485,4.84619972518949,684.8120801934167,1.5987976336644139,1
2023-01-04,13,59.86584841970366,2.9693020521496374,1907.8323493358957,7.499777984520708,0
2023-03-27,23,32.518332202674706,4.048013044639844,404.69427162751197,9.620584989413516,1
2023-01-28,20,51.42344384136116,3.2515440594559153,1440.375577538624,6.710931570859761,0
2023-02-12,6,3.4388521115218396,3.165835030967829,300.2471144048299,6.596902729304743,0
2023-01-06,8,15.599452033620265,1.9261490232032494,1629.671605141759,0.8838494698451871,0
2023-03-20,1,35.84657285442726,0.7567462451806444,1731.751865219494,4.856342984133404,0
2023-02-17,18,52.00680211778108,4.370550787351421,403.0352988285807,2.966124821570931,1
2023-02-07,3,9.767211400638388,1.3125890530730009,671.9875478851948,1.3457626710410775,0
2023-04-13,23,31.435598107632668,1.7213422120102146,773.1155217127098,4.229435437415577,0
2023-01-13,19,83.24426408004217,3.281981284923175,1502.0430473726483,4.878343185440125,0
2023-01-16,23,18.34045098534338,4.774099609813658,805.1145830172429,3.512193873487809,1
2023-03-18,9,77.12703466859458,3.362798141187047,1055.951697847926,2.3981995220659025,0
2023-02-16,23,31.171107608941096,1.0278868503307752,594.4495361719357,8.391466080707525,0
2023-01-18,18,52.475643163223786,4.334816751433431,1210.4529285391095,1.7349605035502202,1
2023-01-21,14,61.18528947223795,3.867168606726463,800.0529478414999,0.06877962219649314,0
2023-03-07,5,54.26960831582485,1.2867738226718566,684.8120801934167,9.347955174927833,0
2023-04-27,7,80.36720768991145,3.838533471314218,914.9942335172741,1.2711049086702397,0
2023-04-19,19,22.879816549162246,4.960975557038992,209.6911025277227,5.180153489085198,1
2023-02-22,3,93.9498941564189,2.5038736475119947,1775.2121625026653,5.137078552153048,0
2023-02-23,23,89.48273504276489,1.9227024723953772,1646.8388026232076,8.118661240103798,0
2023-01-12,11,96.99098521619943,0.9640574097616967,1511.474837969084,1.4727556355209093,0
2023-01-21,9,61.18528947223795,4.431103808480497,800.0529478414999,5.7789111269408835,1
2023-03-23,13,62.329812682755794,2.5876911956554975,1731.652130763997,4.345309633044954,0
2023-01-29,18,59.24145688620425,2.8347712570673247,912.4425340363409,7.572829782755007,0
2023-03-27,11,32.518332202674706,1.7567423980448469,404.69427162751197,0.10513224541653488,0
2023-04-04,6,56.127719756949624,2.6870022220892134,1465.6052739217075,6.096819082757774,0
2023-02-21,18,77.51328233611146,4.5906463429953845,1362.0168314790396,5.673909441560734,1
2023-04-22,9,16.122128725400444,4.915300265430325,517.1524541366236,6.480303180552141,1
2023-03-28,15,72.96061783380641,3.8295685434511864,1379.9262932023246,5.104601313464413,0
2023-02-14,2,25.87799816000169,4.694126474795079,878.375001414386,8.286529061182893,1
2023-01-05,22,15.601864044243651,2.1657141511494995,1693.134484301747,1.909265850716435,0
2023-03-25,3,6.355835028602364,4.116215909486908,934.5001423744629,5.820701311242235,1
2023-04-06,5,49.379559636439076,3.5972340610110667,1078.3733648351931,1.0431308735188216,0
2023-01-12,17,96.99098521619943,2.251407554303734,1511.474837969084,7.982931972091867,0
2023-04-27,23,80.36720768991145,0.8530511734270578,914.9942335172741,4.9031248940982834,0
2023-04-08,7,42.75410183585496,4.972317750048642,258.7532412703105,0.5510153515883109,1
2023-04-26,2,87.14605901877177,2.3423543231765827,889.9726966943116,9.789473558546618,0
2023-05-03,17,31.800347497186387,3.6798344144541932,882.7203805647937,1.5585153655144346,0
2023-02-19,3,18.485445552552704,3.6907723375291237,233.93469672197483,7.975140452964858,0
2023-03-08,18,14.092422497476264,4.985135842338396,1836.1980433591928,7.752345388990561,1
2023-03-30,4,88.72127425763266,0.656016200269175,1418.504221969298,6.113416562477262,0
2023-01-13,16,83.24426408004217,1.0268015739242264,1502.0430473726483,1.4407878601319957,0
2023-03-18,20,77.12703466859458,0.6178851883942915,1055.951697847926,0.4515136441229195,0
2023-02-26,12,8.84925020519195,1.040940749167738,649.4561479623047,8.461242105302315,0
2023-04-12,12,63.64104112637804,3.681889147700142,558.9199992331953,5.00619532333931,0
2023-01-24,23,36.63618432936917,2.896652446482136,1596.0353508294324,0.8468834187530683,0
2023-03-19,23,7.4044651734090365,4.804765794875561,468.3398290800961,9.246417911286366,1
2023-04-29,13,89.25589984899777,2.2123296944145254,1423.2166333686037,7.419953911261723,0
2023-04-20,7,7.697990982879299,4.150056964700619,842.9624513420574,8.299395932124433,1
2023-03-01,1,32.53303307632643,3.052904988330066,1078.510753448474,8.388538619040688,0
2023-03-16,19,70.68573438476172,3.630281659235631,846.1884122156908,6.024691704572664,0
2023-02-05,3,80.83973481164611,3.048820881336037,943.4469635621178,9.288595498455656,0
2023-04-28,4,18.657005888603585,3.1269775123135024,1127.7195072923535,4.919280240391293,0
2023-01-12,5,96.99098521619943,2.03361593113858,1511.474837969084,2.107931015500286,0
2023-01-27,5,19.967378215835975,1.1267243269852427,571.9288566120943,2.3138063637684803,0
2023-02-13,1,90.9320402078782,4.423295874853544,1552.4373833434584,0.5856530528453385,1
2023-01-12,22,96.99098521619943,4.775278851728622,1511.474837969084,2.5646306101676597,1
2023-04-03,3,76.07850486168974,2.553064290299939,103.78505691623351,2.4165892081918514,0
2023-01-13,12,83.24426408004217,2.97287997045681,1502.0430473726483,8.038048904834751,0
2023-03-04,22,82.87375091519293,1.555889368349541,772.1994015992284,4.832320758754351,0
2023-03-17,11,72.90071680409874,1.7141932405769644,1151.4052605245665,9.22645139603572,0
2023-01-03,17,73.1993941811405,0.9189624551265465,254.1834392188544,6.616842883998565,0
2023-04-10,21,10.789142699330444,1.8472801476725655,414.92153623391937,7.352285181015961,0
2023-02-07,2,9.767211400638388,4.663617428370496,671.9875478851948,3.4273092542790717,1
2023-03-15,15,81.54614284548342,4.1003193591462175,294.87912890882063,3.220675351957297,1
2023-03-14,3,0.5522117123602399,3.8976886793582524,1765.006922970392,2.4235369513676233,0
2023-02-27,8,19.59828624191452,2.6563184493337895,688.633063112691,3.3161684910783396,0
2023-01-10,14,70.80725777960456,3.39088675192842,480.5358339484892,1.5369104284420454,0
2023-01-21,23,61.18528947223795,0.6650744130076905,800.0529478414999,6.910558127392617,0
2023-04-13,11,31.435598107632668,3.1363915480408364,773.1155217127098,9.069855184382437,0
2023-02-26,6,8.84925020519195,3.5041702350361312,649.4561479623047,1.9863161386186912,0
2023-03-02,4,38.8677289689482,2.532954554317531,1117.5522482713777,4.406648834242936,0
2023-04-17,7,41.038292303562976,2.155036944902688,1254.7300978817398,1.0015499750676693,0
2023-02-11,20,49.51769101112702,1.668892026921468,1861.5101948310119,1.619230066322137,0
2023-02-04,20,96.56320330745594,3.214184492598747,655.5279097831669,1.3097374299417408,0
2023-03-08,4,14.092422497476264,2.569101906961941,1836.1980433591928,0.39811439445753827,0
2023-01-16,14,18.34045098534338,4.937948350158213,805.1145830172429,2.4966895274023013,1
2023-02-26,8,8.84925020519195,3.930283106494771,649.4561479623047,9.092526944369924,0
2023-03-29,22,63.75574713552131,3.1694970654832293,440.5811859046334,6.032454226840298,0
2023-03-16,10,70.68573438476172,4.444928428226902,846.1884122156908,6.171942271169667,1
2023-03-17,3,72.90071680409874,3.3904648665735233,1151.4052605245665,0.8496628988946642,0
2023-03-28,7,72.96061783380641,2.571612220408668,1379.9262932023246,2.790082903477966,0
2023-02-01,7,17.052412368729154,3.721875029813289,1878.9331807909607,8.054323292999863,0
2023-01-05,3,15.601864044243651,1.6934106545677645,1693.134484301747,2.4150062799283347,0
2023-03-13,19,19.87156815341724,4.491162050941712,1888.1295438139796,7.072789119056671,1
2023-02-06,2,30.46137691733707,3.6261341188449205,141.63532467251702,9.172680665776806,0
2023-02-07,22,9.767211400638388,3.633299491451629,671.9875478851948,5.144613277398942,0
2023-03-25,17,6.355835028602364,3.7370913006612136,934.5001423744629,8.777494048626249,0
2023-01-23,1,29.214464853521815,2.442467958033557,1366.2797903009878,8.983864665840349,0
2023-01-27,12,19.967378215835975,1.902749305079967,571.9288566120943,9.164205445320663,0
2023-01-08,17,86.61761457749351,2.4753713931753625,1872.1499654522465,3.892304716917885,0
2023-02-19,11,18.485445552552704,2.964165692691813,233.93469672197483,7.824258122127878,0
2023-03-24,3,33.08980248526492,3.099170146465209,1521.8761219649055,4.743086648684303,0
2023-02-08,19,68.42330265121569,3.952347300190071,1054.999360997248,6.725072626736491,0
2023-02-27,13,19.59828624191452,3.1107756615229953,688.633063112691,3.1206404465202064,0
2023-04-06,15,49.379559636439076,1.2201122140843732,1078.3733648351931,0.7527871665167363,0
2023-04-10,6,10.789142699330444,2.4761741748518675,414.92153623391937,1.8659009687316752,0
2023-04-11,1,3.142918568673425,1.4481723374024142,1792.6255164679787,6.752308375620375,0
2023-03-25,7,6.355835028602364,4.92849643566424,934.5001423744629,4.751083649318354,1
2023-01-26,7,78.51759613930136,3.4933874931329005,1297.4697169667,5.506633794408515,0
2023-05-01,16,80.74401551640625,2.447450958196682,426.21842464035416,5.1226056387626056,0
2023-01-07,7,5.8083612168199465,4.092328305350488,1663.6692295793582,0.9491793682166971,1
2023-02-23,11,89.48273504276489,3.134094639785385,1646.8388026232076,3.0641544935103635,0
2023-04-05,6,77.0967179954561,3.2048337506010482,1491.5619932109203,8.67702097919239,0
2023-01-31,11,60.75448519014384,0.664473505316427,1333.7124166960753,8.05648805363342,0
2023-02-25,17,92.18742350231169,0.9796686363859582,309.82054048109507,1.307173235897573,0
2023-03-08,14,14.092422497476264,0.9547061495479101,1836.1980433591928,7.635158436682122,0
2023-04-29,8,89.25589984899777,3.655264377156169,1423.2166333686037,4.18932977983946,0
2023-01-01,23,37.454011884736246,0.731654380624952,1252.7902769631291,5.356565993475786,0
2023-04-30,1,53.93422419156507,3.671919545195218,1434.0775827454759,0.8193843903814613,0
2023-01-07,14,5.8083612168199465,0.9229187292839105,1663.6692295793582,2.414964852568678,0
2023-02-05,21,80.83973481164611,3.597810783924812,943.4469635621178,5.002785352077604,0
2023-02-07,14,9.767211400638388,4.300472293407816,671.9875478851948,7.12137045880605,1
2023-04-21,15,28.9751452913768,0.7249056289685543,544.9864047600349,6.229540441833818,0
2023-05-03,9,31.800347497186387,3.195700642176717,882.7203805647937,2.9721411384509597,0
2023-01-19,12,43.194501864211574,2.067149601604852,1122.8306921858555,3.450837455132337,0
2023-05-03,10,31.800347497186387,3.3064195023061975,882.7203805647937,1.356266160073134,0
2023-02-01,10,17.052412368729154,1.4988747286982724,1878.9331807909607,1.492494697414739,0
2023-02-08,11,68.42330265121569,4.415444932554184,1054.999360997248,5.3187176650501655,1
2023-05-04,18,11.005192452767677,3.5260722411126295,1754.00123591183,7.984535050511905,0
2023-03-29,14,63.75574713552131,3.192608679339915,440.5811859046334,2.8751119938375904,0
2023-01-13,23,83.24426408004217,0.8274335286388709,1502.0430473726483,8.223812111853544,0
2023-01-23,20,29.214464853521815,2.860301253066146,1366.2797903009878,1.7252387694636206,0
2023-03-23,1,62.329812682755794,3.905381775598858,1731.652130763997,7.979980352192239,0
2023-03-02,16,38.8677289689482,2.259076981574816,1117.5522482713777,7.850639210464312,0
2023-01-13,18,83.24426408004217,3.926797842728625,1502.0430473726483,2.7364041786077165,0
2023-01-12,23,96.99098521619943,4.777732161219003,1511.474837969084,3.553197484738877,1
2023-01-29,22,59.24145688620425,2.0083875874065544,912.4425340363409,1.0024556372287663,0
2023-01-13,20,83.24426408004217,0.9550520425525562,1502.0430473726483,0.8227232427706188,0
2023-04-07,16,52.27328293819941,1.8604996220817218,406.589322005229,9.756019191566525,0
2023-02-01,5,17.052412368729154,0.6142386004715519,1878.9331807909607,1.6136735838838312,0
2023-04-28,7,18.657005888603585,1.6939676189996014,1127.7195072923535,7.939550847155906,0
2023-02-21,15,77.51328233611146,3.7990086008687642,1362.0168314790396,5.638929210554023,0
2023-02-07,20,9.767211400638388,1.0425509859977546,671.9875478851948,9.57631646272588,0
2023-03-20,8,35.84657285442726,3.9172921808808367,1731.751865219494,5.592181317684581,0
2023-04-10,4,10.789142699330444,0.9916889463932963,414.92153623391937,7.566465493523989,0
2023-02-28,14,4.522728891053807,3.2465020248991325,574.9181981554804,8.364421924698696,0
2023-04-14,22,50.85706911647028,1.9100656291331441,300.156420514533,1.6361620413827627,0
2023-02-10,10,12.203823484477883,1.2943761440247872,1033.0818858280138,3.0777090529314908,0
2023-01-01,13,37.454011884736246,2.136333210706823,1252.7902769631291,0.18124041045729733,0
2023-02-06,9,30.46137691733707,4.776068092193611,141.63532467251702,9.002641112020704,1
2023-02-03,16,94.88855372533332,2.865605820362086,1667.0121509593146,8.899133763628624,0
2023-04-18,10,75.55511385430486,0.5762644920031145,566.169396915801,3.6154018776295658,0
