Date,Hour,Hourly Rainfall (mm),Hourly Water Level (meters),Hourly Discharge Rate (cubic meters per second),Flood Indicator
1/2/2023,23,5.200680212,2.059358756,277.7629337,0
1/3/2023,0,5.467102793,2.289255703,416.5812752,0
1/3/2023,1,1.848544555,1.689243184,471.2733687,0
1/3/2023,2,9.695846278,1.423998224,281.08304,0
1/3/2023,5,8.948273504,1.793577492,227.3857226,0
1/3/2023,6,5.978999788,3.455402286,431.6914078,0
1/3/2023,7,9.21874235,4.858417993,271.8422197,1
1/3/2023,10,0.452272889,0.840126262,431.0532508,0
1/3/2023,12,3.886772897,1.837808556,231.5839966,0
1/3/2023,13,2.713490318,0.914301437,199.9849369,0
1/3/2023,14,8.287375092,3.195700642,271.3676108,0
1/3/2023,16,2.809345097,3.418271691,157.2517448,0
1/3/2023,17,5.426960832,1.703309125,407.2797881,0
1/3/2023,18,1.40924225,0.567998079,268.9172446,0
1/3/2023,20,0.745506437,1.629018706,98.06944683,0
1/3/2023,23,1.987156815,3.245033377,187.2948591,0
1/4/2023,0,0.055221171,1.908083274,125.9866802,0
1/4/2023,2,7.068573438,3.189507272,188.1894845,0
1/4/2023,3,7.29007168,4.397430351,65.82166262,1
1/4/2023,5,0.740446517,0.97657612,294.8488808,0
1/4/2023,6,3.584657285,1.196728757,298.2705674,0
1/4/2023,7,1.158690595,4.751313165,210.4515145,1
1/4/2023,9,6.232981268,4.473472212,484.4830632,1
1/4/2023,10,3.308980249,1.411846854,219.8068148,0
1/4/2023,11,0.635583503,3.14413642,166.202066,0
1/4/2023,12,3.109823217,3.655128175,159.5601698,0
1/4/2023,13,3.25183322,3.560503485,255.9940757,0
1/4/2023,14,7.296061783,2.336682609,391.7840669,0
1/4/2023,17,4.722149252,1.638956926,59.51742051,0
1/4/2023,18,1.195942459,2.526144108,238.5198401,0
1/4/2023,19,7.132447872,4.809114568,399.1392793,1
1/4/2023,20,7.607850486,2.295658929,202.4298301,0
1/4/2023,22,7.7096718,1.348432726,142.2406548,0
1/4/2023,23,4.937955964,3.526072241,383.897926,0
1/5/2023,1,4.275410184,0.958518954,433.6441902,0
1/5/2023,2,0.254191267,0.53743974,139.1883739,0
1/5/2023,3,1.07891427,2.451122567,443.4791143,0
1/5/2023,5,6.364104113,3.867729574,375.2076085,0
1/5/2023,7,5.085706912,2.453094377,457.6602521,0
1/5/2023,9,2.492922291,2.454814936,130.3339052,0
1/5/2023,10,4.10382923,3.75551518,271.8635563,0
1/5/2023,11,7.555511385,0.540743727,86.87229757,0
1/5/2023,14,2.897514529,3.369597111,489.4203475,0
1/5/2023,16,9.296976523,3.713237255,465.4787095,0
1/5/2023,17,8.081203796,0.911261688,295.1711041,0
1/5/2023,18,6.334037565,1.396716514,171.3841096,0
1/5/2023,19,8.714605902,4.44861521,366.0794245,1
1/5/2023,20,8.036720769,3.824254178,346.505813,0
1/5/2023,21,1.865700589,0.561854993,495.1063936,0
1/5/2023,22,8.925589985,1.617693172,169.2712793,0
1/5/2023,23,5.393422419,1.464829173,352.4267762,0
1/6/2023,1,8.960912999,1.614018966,101.1407174,0
1/6/2023,2,3.18003475,0.781368331,51.76326873,0
1/6/2023,3,1.100519245,2.565232325,499.7573065,0
1/6/2023,5,4.271077886,3.230292761,404.0253566,0
1/6/2023,6,8.180147659,3.527922509,279.3767339,0
1/6/2023,7,8.607305833,0.865171303,185.0301873,0
1/6/2023,8,0.069521305,4.781708196,118.068928,1
1/6/2023,9,5.107473026,4.273213252,178.1036325,1
1/6/2023,10,4.174110031,4.122906433,219.1870499,1
1/6/2023,11,2.221078105,4.203427123,390.3395436,1
1/6/2023,12,1.198653673,4.697197287,292.847805,1
1/6/2023,13,3.376151714,2.949142848,84.86763195,0
1/6/2023,16,5.187906217,3.842966722,234.7244212,0
1/6/2023,17,7.030189589,3.82062827,469.9368127,0
1/6/2023,18,3.636296024,2.846520609,336.8311165,0
1/6/2023,20,9.624472949,2.170008223,259.8685675,0
1/6/2023,22,4.972485059,3.130020094,98.78016772,0
1/6/2023,23,3.008783098,2.922493745,444.16986,0
1/7/2023,1,0.368869474,2.15802014,125.6531439,0
1/7/2023,2,6.09564334,4.529057401,280.5172537,1
1/7/2023,3,5.026790232,3.499083714,269.3186636,0
1/7/2023,4,0.514787512,4.04324162,331.2911987,1
1/7/2023,6,9.08265886,3.336112488,310.8971488,0
1/7/2023,7,2.395618907,1.617726239,293.0977701,0
1/7/2023,9,4.894527603,2.424206002,78.30836421,0
1/7/2023,10,9.856504541,2.491454817,134.3060561,0
1/7/2023,11,2.420552715,3.421950461,64.61184726,0
1/7/2023,12,6.721355474,4.713262797,384.508803,1
1/7/2023,14,2.37637544,4.211344568,111.2253055,1
1/7/2023,15,7.282163486,1.815723997,426.2355054,0
1/7/2023,16,3.677831327,2.497637545,119.6537157,0
1/7/2023,17,6.323058306,0.598609979,185.5290141,0
1/7/2023,20,0.902897701,0.752792348,164.5986947,0
1/7/2023,21,8.353024956,2.709930782,270.0279169,0
1/7/2023,23,1.865185104,0.974269481,493.9562709,0
1/8/2023,1,5.908929432,2.34351974,113.9816194,0
1/8/2023,3,0.165878289,1.671064691,331.6285377,0
1/8/2023,4,5.120930583,1.217715181,74.52917484,0
1/8/2023,8,6.909377381,3.488987232,302.7175285,0
1/8/2023,12,3.410663511,0.996943385,317.0733871,0
1/8/2023,13,1.134735212,1.801343508,144.5529992,0
1/8/2023,14,9.246936183,1.894130939,102.3492772,0
1/8/2023,17,6.59984046,2.909992167,411.2138324,0
1/8/2023,18,8.172222002,2.105986888,404.6158173,0
1/8/2023,19,5.552008116,2.092051214,183.7463512,0
1/8/2023,21,2.418522909,4.051817817,115.532891,1
1/8/2023,22,0.931027678,1.885081243,363.8442278,0
1/8/2023,23,8.97215758,4.612047997,339.262966,1
1/9/2023,1,6.331014573,1.970341439,471.8665276,0
1/9/2023,5,8.9711026,4.443437449,428.9871789,1
1/9/2023,6,8.870864243,0.961555832,144.1877341,0
1/9/2023,8,6.420316462,2.990170354,366.4760243,0
1/9/2023,9,0.84139965,2.764096126,231.13686,0
1/9/2023,10,1.616287141,1.372383806,464.0180236,0
1/9/2023,12,6.064290597,3.546233523,90.68854001,0
1/9/2023,13,0.091970516,4.270587687,476.5354553,1
1/9/2023,14,1.014715429,4.364439257,166.3507686,1
1/9/2023,15,6.635017691,3.867601341,201.7456207,0
1/9/2023,17,1.608080514,3.247460398,73.05093338,0
1/9/2023,21,2.242693095,3.622773157,207.8194046,0
1/9/2023,22,7.121792213,1.533191723,397.7780375,0
1/9/2023,23,2.372490875,1.028980851,411.4267302,0
1/10/2023,0,3.253996982,1.243780206,119.0357971,0
1/10/2023,1,7.464914051,0.508964608,214.9480343,0
1/10/2023,3,8.492234105,3.795804721,118.1346998,0
1/10/2023,4,6.576128923,2.817200075,409.3040773,0
1/10/2023,6,0.936747678,0.875994519,135.6718038,0
1/10/2023,7,3.677158031,0.586080349,215.0248589,0
1/10/2023,8,2.652023677,1.245866796,97.61226119,0
1/10/2023,9,2.439896434,4.508849907,332.6929687,1
1/10/2023,12,8.920465552,0.97405468,401.3069336,0
1/10/2023,14,7.948113035,2.836510569,310.3537695,0
1/10/2023,16,5.769038846,1.604085414,299.3446762,0
1/10/2023,18,1.952429878,2.259647911,220.41651,0
1/10/2023,19,7.224521153,1.553915169,429.4151893,0
1/10/2023,20,2.807723624,1.487992655,339.8958572,0
1/11/2023,0,9.404585844,2.370987966,463.9066573,0
1/11/2023,1,9.53928577,2.4302495,92.68213696,0
1/11/2023,2,9.148643902,2.934072517,294.8567009,0
1/11/2023,3,3.701587003,3.633934132,383.2292845,0
1/11/2023,4,0.154566165,3.659657433,390.6170803,0
1/11/2023,5,9.283185626,1.272622585,323.0222909,0
1/11/2023,8,9.636199771,4.417371348,374.0501001,1
1/11/2023,9,8.530094555,3.341385145,88.7610972,0
1/11/2023,10,2.944488921,2.896268299,258.7144211,0
1/11/2023,13,3.169220052,1.027417576,58.13649149,0
1/11/2023,15,5.568012625,1.142788842,297.4446145,0
1/11/2023,18,5.700611701,2.263367179,426.3310909,0
1/11/2023,20,6.150072267,1.419423725,104.2168201,0
1/11/2023,22,1.400840152,2.386722475,120.4757667,0
1/12/2023,0,8.773730719,4.067411511,429.1422032,1
1/12/2023,1,7.407686178,0.810706578,275.3944727,0
1/12/2023,3,7.02484084,3.023052327,93.8195281,0
1/12/2023,4,3.594911512,3.327919055,186.3795925,0
1/12/2023,5,2.935918443,3.598842332,337.2009868,0
1/12/2023,7,8.101133947,0.544904495,467.7676484,0
1/12/2023,9,9.132405526,2.910454697,297.2353244,0
1/12/2023,10,5.113423989,4.262529664,315.8898203,1
1/12/2023,11,5.015162947,4.196247633,343.7276557,1
1/12/2023,12,7.98295179,4.294967755,165.0498005,1
1/12/2023,13,6.499639308,2.68292597,214.0548924,0
1/12/2023,16,8.900053418,2.530823509,422.0905312,0
1/12/2023,17,3.379951569,1.325489884,303.1949403,0
1/12/2023,20,5.78280141,2.598393903,143.3801729,0
1/12/2023,21,0.359422738,0.840648773,305.9657314,0
1/12/2023,22,4.655980181,2.245217405,440.4754188,0
1/12/2023,23,5.426446347,4.115919468,244.4523066,1
1/13/2023,2,0.305002499,0.801381254,114.2535365,0
1/13/2023,4,8.226005607,2.252322225,478.2660829,0
1/13/2023,5,3.601906414,2.937924339,193.8743822,0
1/13/2023,6,1.270605127,4.856296154,440.6441719,1
1/13/2023,7,5.222432601,0.799541276,446.5628068,0
1/13/2023,9,2.158210275,0.833474402,87.46594612,0
1/13/2023,11,0.85347465,4.117165453,190.1805346,1
1/13/2023,12,0.516817212,2.450625047,402.3156264,0
1/13/2023,13,5.313546316,4.987320593,249.1946817,1
1/13/2023,14,5.406351216,3.015766782,268.3700341,0
1/13/2023,15,6.374299015,1.945229687,400.059233,0
1/13/2023,16,7.260913337,1.490500967,222.063499,0
1/13/2023,17,9.758520795,2.077342404,249.4073054,0
1/13/2023,18,5.163003483,2.176399732,219.2857109,0
1/13/2023,19,3.229564729,0.80921155,215.3032319,0
1/13/2023,20,7.951861948,2.163083897,286.6759596,0
1/13/2023,22,4.389714207,3.752319885,212.7957404,0
1/13/2023,23,0.784563813,3.455282681,285.9146242,0
1/14/2023,0,0.253507434,3.689445449,351.8272964,0
1/14/2023,4,4.089529444,2.677952157,375.590558,0
1/14/2023,5,1.732943201,0.523910641,309.7340043,0
1/14/2023,7,2.502428982,3.97764308,63.1847494,0
1/14/2023,8,5.492266647,2.967886233,328.1463345,0
1/14/2023,11,2.799338969,3.126711145,211.7407221,0
1/14/2023,13,7.378969167,3.882861466,137.0026551,0
1/14/2023,14,5.543540525,4.113509324,477.8351209,1
1/14/2023,15,6.117207462,2.831036299,233.914803,0
1/14/2023,16,4.196000624,1.131460332,260.0074201,0
1/14/2023,17,2.477309895,3.52020863,73.71940543,0
1/14/2023,18,3.559726787,3.292132033,66.90480329,0
1/14/2023,21,1.160726405,1.3773884,278.9176929,0
1/14/2023,22,0.46002642,4.506842827,159.4060387,1
1/14/2023,23,0.407288023,3.874900093,385.1378292,0
1/15/2023,0,8.55460584,4.587028199,125.7064606,1
1/15/2023,1,7.036578594,3.914218945,135.4706346,0
1/15/2023,2,4.741738291,3.187198877,257.3204771,0
1/15/2023,3,0.978341607,3.443597317,178.825938,0
1/15/2023,5,4.734717708,3.104630395,340.35694,0
1/15/2023,6,1.732018699,3.345760959,342.9372853,0
1/15/2023,8,3.985047344,2.632645491,237.9688551,0
1/15/2023,9,6.158500981,3.723787004,82.88829096,0
1/15/2023,10,6.350936509,1.719242142,173.1498732,0
1/15/2023,12,3.746126146,1.912220637,318.3163589,0
1/15/2023,13,6.258599157,1.586752826,369.3816882,0
1/15/2023,14,5.031362586,1.467106867,53.31102333,0
1/15/2023,16,6.586936316,4.585273312,66.88789589,1
1/15/2023,19,6.424192782,0.846372512,485.7886087,0
1/15/2023,20,0.265113105,3.632702653,293.2487039,0
1/15/2023,21,5.857755813,2.22259444,256.1921624,0
1/15/2023,23,5.754741779,3.467798459,353.1244244,0
1/16/2023,0,3.881699262,4.083086527,79.20467579,1
1/16/2023,1,6.432882184,1.723757177,259.57651,0
1/16/2023,2,4.582528905,3.615615151,158.1102583,0
1/16/2023,3,5.456167893,1.688278931,261.4119447,0
1/16/2023,4,9.414648088,4.725808158,254.9595074,1
1/16/2023,9,0.693613009,3.625884315,423.591298,0
1/16/2023,10,1.007780014,1.484220258,348.8055026,0
1/16/2023,11,0.182218257,3.178864697,202.2655397,0
1/16/2023,12,0.944429608,1.690857621,470.9853602,0
1/16/2023,13,6.830067734,3.478860252,460.4934071,0
1/16/2023,14,0.711886485,4.167228778,144.2067797,1
1/16/2023,15,3.189756303,4.001113594,67.7379133,1
1/16/2023,16,8.44875311,3.923830989,383.5889188,0
1/16/2023,17,0.232719357,1.344750826,422.4246176,0
1/16/2023,18,8.144684826,0.897732261,485.5390547,0
1/16/2023,19,2.818547748,3.645269728,450.4263773,0
1/16/2023,20,1.181648276,2.157562462,320.2406457,0
1/16/2023,22,6.289428468,0.640170918,62.52847307,0
1/16/2023,23,8.774720135,1.668094022,160.9954011,0
1/17/2023,0,7.350710438,0.651543817,256.8266383,0
1/17/2023,1,8.034809304,4.456335977,332.826755,1
1/17/2023,2,2.820345726,1.595285074,300.763325,0
1/17/2023,4,7.506147516,0.675406943,175.8951189,0
1/17/2023,5,8.068347393,3.500813261,304.2286734,0
1/17/2023,6,9.90505142,1.953623056,89.66400953,0
1/17/2023,7,4.126176769,4.540636341,236.1494856,1
1/17/2023,8,3.720180858,4.49653185,387.5723748,1
1/17/2023,10,3.408035403,4.554324031,495.7892317,1
1/17/2023,11,9.307573256,4.982709531,175.0510067,1
1/17/2023,12,8.584127518,4.214370489,274.1851846,1
1/17/2023,13,4.289940274,4.301921065,198.2886862,1
1/17/2023,14,7.508710678,1.620539312,248.2714013,0
1/17/2023,15,7.545428741,3.095160795,435.6275584,0
1/17/2023,16,1.031238688,0.802651613,357.8940838,0
1/17/2023,17,9.025529067,0.927130716,447.0985361,0
1/17/2023,19,8.264574661,1.969876622,443.012503,0
1/17/2023,20,3.20049601,3.866827604,76.89302338,0
1/17/2023,21,8.955232285,4.129992739,449.8696762,1
1/17/2023,22,3.892016787,4.36110472,198.0832008,1
1/18/2023,1,0.912866768,0.681578721,473.3105845,0
1/18/2023,4,9.506071469,0.600916501,435.4573949,0
1/18/2023,5,5.734378881,2.121920722,228.2245148,0
1/18/2023,9,3.286645454,3.444539025,461.9372907,0
1/18/2023,10,6.725184561,1.544081811,392.8704691,0
1/18/2023,11,7.523745294,0.564716507,277.3020001,0
1/18/2023,13,7.896181428,3.306843882,259.3748891,0
1/18/2023,17,5.495288823,3.2878679,120.6061809,0
1/18/2023,18,4.415305014,3.035279078,476.4043068,0
1/18/2023,19,8.877041828,3.310763217,395.082004,0
1/18/2023,20,3.509150126,4.389949611,170.7292402,1
1/18/2023,21,1.170670164,3.14121428,315.8620401,0
1/18/2023,23,7.615106317,4.958056207,473.575518,1
1/19/2023,2,0.841068061,3.6832865,398.5936789,0
1/19/2023,5,8.218600593,3.185833446,101.6338813,0
1/19/2023,9,9.866395785,2.874548598,59.46660611,0
1/19/2023,10,3.742707958,1.452361544,375.2776418,0
1/19/2023,12,8.127995673,4.915030585,317.8745785,1
1/19/2023,14,9.860010638,4.119863269,485.9666108,1
1/19/2023,15,7.533781853,3.717950726,267.8959127,0
1/19/2023,16,3.762595855,3.169211986,78.62064637,0
1/19/2023,17,0.835007167,0.740065986,298.2595855,0
1/19/2023,19,5.584042497,3.53653836,498.5821779,0
1/19/2023,20,4.242220092,3.548892262,243.6544282,0
1/19/2023,21,9.063543851,2.179051783,194.1344341,0
1/19/2023,22,1.111974823,4.73761394,457.9939836,1
1/19/2023,23,4.926251043,1.253106645,136.0589581,0
1/20/2023,2,0.563032757,3.637111127,68.48706423,0
1/20/2023,3,1.188179163,3.418875305,206.2798134,0
1/20/2023,9,3.748705795,3.673126155,74.91191762,0
1/20/2023,10,2.857120863,2.548273963,292.1544545,0
1/20/2023,11,8.685991282,3.504922662,81.74752867,0
1/20/2023,12,2.235958385,4.268151859,470.314846,1
1/20/2023,13,9.632225394,1.263777929,394.8580763,0
1/20/2023,14,0.121544747,0.586151906,346.07746,0
1/20/2023,17,8.911431137,3.648378063,486.0249787,0
1/20/2023,18,5.277011091,4.271697387,371.2810765,1
1/20/2023,19,9.929647961,4.112649207,466.0963743,1
1/20/2023,20,0.737965647,4.824140661,282.7093514,1
1/20/2023,21,5.538542844,2.911707855,102.6789858,0
1/21/2023,1,6.95748689,3.076732548,267.1218772,0
1/21/2023,3,6.275580801,4.645883805,54.52114147,1
1/21/2023,4,5.843143119,3.124358619,137.6782212,0
1/21/2023,7,2.809631896,0.733952084,222.6240682,0
1/21/2023,8,9.504114841,0.642846944,240.9674117,0
1/21/2023,9,8.902637839,2.405008149,371.6132401,0
1/21/2023,10,4.556567528,0.880544201,321.7067408,0
1/21/2023,11,6.201325978,3.2308113,184.5167675,0
1/21/2023,12,2.77381183,4.464378525,234.867378,1
1/21/2023,13,1.881211597,4.473116674,147.9649095,1
1/21/2023,14,4.636984049,3.465704346,484.7096566,0
1/21/2023,16,5.836561119,4.383485741,217.3265531,1
1/21/2023,17,0.77734637,4.487420459,61.6275375,1
1/21/2023,19,9.862107445,3.818417386,401.2120123,0
1/21/2023,20,6.98161714,1.78933797,140.5288545,0
1/21/2023,21,5.360963663,4.111881406,86.02853114,1
1/21/2023,22,3.095276163,4.98757055,263.5039309,1
1/21/2023,23,8.137950197,0.635117024,54.48615563,0
1/22/2023,0,6.847311726,4.538146396,88.14476949,1
1/22/2023,1,1.626169393,3.301837401,413.4316413,0
1/22/2023,6,6.134151959,2.008755725,73.54978579,0
1/22/2023,8,9.327284834,4.889044101,430.4798649,1
1/22/2023,9,8.660638895,4.176382583,409.5869656,1
1/22/2023,10,0.452186701,4.336463396,278.8155659,1
1/22/2023,11,0.263669745,4.720843541,154.8058274,1
1/22/2023,12,3.764633669,0.882965688,430.3984891,0
1/22/2023,13,8.105533308,2.235189166,377.2232644,0
1/22/2023,15,1.504168911,1.448568957,120.061669,0
1/22/2023,16,5.941307154,1.532145997,151.5490624,0
1/22/2023,19,8.421189231,0.954401481,134.1082834,0
1/22/2023,20,8.383287047,1.253709901,79.99692342,0
1/22/2023,21,4.686931598,1.162740036,499.352363,0
1/22/2023,22,4.148195023,4.878845591,61.16774515,1
1/23/2023,1,8.647223763,2.478832189,428.7269569,0
1/23/2023,2,8.129010091,1.752658167,299.579221,0
1/23/2023,3,9.997176733,4.092319387,455.7340533,1
1/23/2023,6,7.689874152,1.546276965,83.9354792,0
1/23/2023,8,8.496473907,1.654083775,351.1919374,0
1/23/2023,9,2.473481017,2.098938868,449.7224884,0
1/23/2023,10,4.505441353,3.532973937,256.9738781,0
1/23/2023,11,1.291594152,0.78154179,323.1379023,0
1/23/2023,12,9.540510273,1.447281228,134.8249338,0
1/23/2023,13,6.061746345,4.140606381,412.2350752,1
1/23/2023,17,3.58162718,1.1971639,88.75224973,0
1/23/2023,18,1.135575922,0.87231576,301.6114954,0
1/23/2023,20,5.203077009,1.860887801,114.9964179,0
1/23/2023,22,5.201635011,4.117122007,200.3470934,1
1/23/2023,23,8.521815003,1.117168197,284.8238939,0
1/24/2023,0,5.519068388,3.11314588,313.5444509,0
1/24/2023,4,1.340152285,1.73138188,214.8288738,0
1/24/2023,6,7.551372557,0.870225459,389.7196429,0
1/24/2023,7,6.203095514,2.568128257,479.8288222,0
1/24/2023,8,7.040797681,1.879085606,158.0682182,0
1/24/2023,10,1.363714756,0.756404271,132.7158003,0
1/24/2023,11,0.145446657,2.383732737,309.6212555,0
1/24/2023,14,3.922440451,3.084294088,363.6558563,0
1/24/2023,17,3.48255467,4.379913381,239.1123208,1
1/24/2023,18,5.139894892,1.912439735,302.9498972,0
1/24/2023,19,7.836530127,2.921102174,52.63912755,0
1/24/2023,22,8.623637087,4.5028369,85.04554509,1
1/24/2023,23,9.495206237,2.171602682,368.0616183,0
1/25/2023,0,1.470734809,1.378249327,464.0171738,0
1/25/2023,1,9.265876252,2.702266418,171.8076219,0
1/25/2023,2,4.921162931,3.837386533,216.7211467,0
1/25/2023,3,2.582443883,2.716560818,306.0146326,0
1/25/2023,4,4.591357562,2.674313885,446.7690363,0
1/25/2023,6,4.92618094,2.126317006,382.8034617,0
1/25/2023,7,3.287516103,4.369076037,88.97889238,1
1/25/2023,8,6.334008543,2.330621604,351.11937,0
1/25/2023,9,2.401456188,1.977048976,234.6366748,0
1/25/2023,10,0.758633281,2.5429546,261.8154498,0
1/25/2023,11,1.288797219,3.931011314,72.11677566,0
1/25/2023,12,1.28045839,1.067009125,135.9779627,0
1/25/2023,13,1.519026935,1.383886471,405.7311234,0
1/25/2023,14,1.388271726,4.781501715,254.2814749,1
1/25/2023,15,6.408747448,1.289712323,185.7480087,0
1/25/2023,16,1.818800844,3.054772931,222.8085833,0
1/25/2023,17,3.456672833,3.1069151,434.479781,0
1/25/2023,19,4.739616403,3.401353619,172.5419287,0
1/26/2023,0,1.689350631,1.135505945,290.0660939,0
1/26/2023,3,0.887025338,1.753893784,413.1981591,0
1/26/2023,4,1.206358711,1.484194101,285.4788122,0
1/26/2023,6,2.063337184,4.215699282,108.0793062,1
1/26/2023,7,3.64269861,1.785684054,291.5866159,0
1/26/2023,8,5.034172709,4.672057018,471.4565981,1
1/26/2023,9,6.903948286,4.864669364,188.7584548,1
1/26/2023,11,7.994103989,1.143505052,393.843014,0
1/26/2023,14,8.735786241,2.153258279,95.83126931,0
1/26/2023,15,9.208724005,0.891577482,377.8222702,0
1/26/2023,16,0.610779599,3.005532099,139.8513821,0
1/26/2023,18,8.062012798,4.081668742,275.7646247,1
1/26/2023,19,7.482596904,1.288054131,376.4606758,0
1/26/2023,22,3.704721028,1.481933905,268.2828091,0
1/26/2023,23,4.845229852,4.43332298,293.3721788,1
1/27/2023,0,6.182547715,1.623510287,418.2622886,0
1/27/2023,1,3.689136396,1.684613059,127.2551878,0
1/27/2023,3,7.474709381,4.418010654,361.7952925,1
1/27/2023,4,0.366832029,4.066676659,300.1418664,1
1/27/2023,5,2.524369443,3.322980208,364.7875417,0
1/27/2023,7,8.952068377,1.184218553,112.2789137,0
1/27/2023,8,5.116774421,2.562456176,349.5943581,0
1/27/2023,9,5.321134853,2.080487243,286.102538,0
1/27/2023,10,1.071720113,0.921994368,337.7186602,0
1/27/2023,11,4.474123668,2.687587183,202.0994515,0
1/27/2023,12,5.326172665,4.643328427,458.0899598,1
1/27/2023,14,2.692432309,1.811574111,88.43111793,0
1/27/2023,15,3.772841631,1.433934213,252.4117958,0
1/27/2023,16,0.200711978,1.571659941,390.3602246,0
1/27/2023,17,3.220791656,4.587955483,407.3605528,1
1/27/2023,19,3.274973522,2.598347358,452.6364069,0
1/27/2023,21,8.905272807,1.195214918,234.7694138,0
1/27/2023,22,5.935924536,2.692694093,454.3686098,0
1/27/2023,23,6.791023191,2.434933464,453.3155224,0
1/28/2023,0,7.891712386,3.186098107,358.570746,0
1/28/2023,4,5.86841118,4.223988735,194.2789579,1
1/28/2023,5,7.454394742,1.268187635,130.2491806,0
1/28/2023,8,2.837759058,2.031852003,163.0364021,0
1/28/2023,9,3.630822964,2.797613409,194.2554137,0
1/28/2023,10,6.459172413,3.268081132,110.7403187,0
1/28/2023,11,5.707783047,4.597725727,183.2795445,1
1/28/2023,12,3.560967259,2.794343043,307.5277165,0
1/28/2023,13,9.865152488,2.755740401,248.8341686,0
1/28/2023,15,2.372267917,0.657101987,385.903458,0
1/28/2023,16,1.017824726,2.980219829,452.0794871,0
1/28/2023,17,1.528591392,2.47180376,390.5551503,0
1/28/2023,18,2.459577284,4.276311777,199.400316,1
1/28/2023,19,1.606813733,1.223058131,384.9989755,0
1/28/2023,20,1.865670241,0.61237248,118.3910821,0
1/28/2023,21,2.850951687,2.520674456,108.6430946,0
1/28/2023,23,8.967654246,0.72326468,413.4660661,0
1/29/2023,0,0.802337457,3.760692291,160.8567113,0
1/29/2023,1,5.245113896,1.0021685,78.464034,0
1/29/2023,2,4.10396827,3.23743775,109.2692908,0
1/29/2023,3,9.823786169,1.764723876,436.4352358,0
1/29/2023,9,2.57902827,1.064688336,154.9343995,0
1/29/2023,10,1.708875874,3.977471388,438.9813442,0
1/29/2023,11,6.686432199,1.566199962,189.2158529,0
1/29/2023,12,9.293759891,3.548269084,362.3592443,0
1/29/2023,14,5.716126895,4.681151227,217.6957085,1
1/29/2023,15,2.799790937,2.242951331,208.2694181,0
1/29/2023,16,7.694929332,0.79774335,294.5679929,0
1/29/2023,17,1.870437486,0.586199685,82.7313178,0
1/29/2023,18,3.236792364,4.220863524,405.5591182,1
1/29/2023,20,5.076103787,3.988598233,354.6670167,0
1/29/2023,22,1.148368247,2.052876855,302.8446303,0
1/30/2023,0,2.886305532,4.826715461,347.8371405,1
1/30/2023,1,5.812382214,3.50540558,209.9884087,0
1/30/2023,2,1.543627153,4.699422895,413.9863426,1
1/30/2023,3,4.811401019,1.694733833,182.6156164,0
1/30/2023,5,0.518235368,3.553249857,385.4289826,0
1/30/2023,6,3.366042782,1.928973651,220.5301594,0
1/30/2023,7,1.344146769,4.316491558,186.2454234,1
1/30/2023,8,0.633749705,4.762226583,256.7057046,1
1/30/2023,10,3.22353845,3.825801392,468.4647934,0
1/30/2023,12,2.546406548,1.767272189,347.6597924,0
1/30/2023,13,6.815027222,4.835121442,456.47313,1
